object_id,object_guid,task_id,task_guid,wbs_code,task_name,role,ifc_relation
P2_Y05-032,1JBJ$CL4HJTfr_ieTYIgHe,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-033,2KCFH38IbOOw4J0v0p8stq,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-034,18XPcFJw5QS9t994ykkanS,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-035,0mLhjF4PTO2PpeN17M_tkR,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-036,1DTxx2vZ1TBQ60HPkPaUiE,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-037,0HhNQN3dzU9giGliwsED4O,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-038,0kqPkEbfTQ2AlGqvLboRUX,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-039,1NSY5$sCzNGRsbkGTn8VUX,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-040,2Ty8LlMcnJGhojPT1OKsxH,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-041,1VsfqHxaTTu8c_bzHG_oCw,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-042,1eAJARv9jNNOoA0mdqLyDp,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-043,0udROiGCLNeh4$2N$oyiXz,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-044,1mSEqAolHQog3Up$NIirSw,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-045,0iZTr0EQ1K5B631ba9Nif_,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-046,0zr12AOhLLX9hRzf_z7WWP,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-047,25W_jDA21RaeK1rJM5MQ92,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
P2_Y05-048,1NpaDk49rKAwaq$6SOMJ21,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
PIPE_B,2uxjlQpbjUUv2UC$J$F1JC,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
green_B,3K6pWDCm1KuRkDLYGXyhSh,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
lawn_B,3DQ93yPh9H9gS6aKs3R_3F,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
shrub_B,1TDXd0_SnQ5RCqmS8RbvCO,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
walkway_B,2uUU441FzPTQzrtbwPLFUK,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,INPUT,IfcRelAssignsToProcess
ZONE_B,2x_36Mv31GngMSBAisIBtD,B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,SCOPE,LCS_WBS.ScopeObjectIds
ZONE_C,0q2_uZzdrVsxsTXBPSE5Qa,C_trench,3nDxESg1nV2esLD9_Z00Ou,PK.20.10.C,관로·집수정 굴착 / C구역,INPUT,IfcRelAssignsToProcess
ZONE_C,0q2_uZzdrVsxsTXBPSE5Qa,C_trench,3nDxESg1nV2esLD9_Z00Ou,PK.20.10.C,관로·집수정 굴착 / C구역,SCOPE,LCS_WBS.ScopeObjectIds
ZONE_C,0q2_uZzdrVsxsTXBPSE5Qa,C_backfill,1r0fUENpbL7O6nViXdNDBw,PK.20.50.C,되메우기·다짐 / C구역,INPUT,IfcRelAssignsToProcess
ZONE_C,0q2_uZzdrVsxsTXBPSE5Qa,C_backfill,1r0fUENpbL7O6nViXdNDBw,PK.20.50.C,되메우기·다짐 / C구역,SCOPE,LCS_WBS.ScopeObjectIds
BENCH06,1PKm$l7k9T09zfj6ArLesB,C_foundation,3MzvogOPfP49hPGElBmD2e,PK.30.10.C,휴게시설 기초 / C구역,INPUT,IfcRelAssignsToProcess
ZONE_C,0q2_uZzdrVsxsTXBPSE5Qa,C_foundation,3MzvogOPfP49hPGElBmD2e,PK.30.10.C,휴게시설 기초 / C구역,SCOPE,LCS_WBS.ScopeObjectIds
shrub_C,0u6PcUk4bRlxGZvc3a_Wfe,C_soil,3phl_q9RzUouelbUOY22gM,PK.50.20.C,식재기반 정비 / C구역,OUTPUT,IfcRelAssignsToProduct
green_C,0xSKiI1HfMM9XaOKMx74R6,C_soil,3phl_q9RzUouelbUOY22gM,PK.50.20.C,식재기반 정비 / C구역,INPUT,IfcRelAssignsToProcess
lawn_C,1p635B579Ue8dBXvP_ghrm,C_soil,3phl_q9RzUouelbUOY22gM,PK.50.20.C,식재기반 정비 / C구역,INPUT,IfcRelAssignsToProcess
ZONE_C,0q2_uZzdrVsxsTXBPSE5Qa,C_soil,3phl_q9RzUouelbUOY22gM,PK.50.20.C,식재기반 정비 / C구역,SCOPE,LCS_WBS.ScopeObjectIds
P2_I01,02y87a1DbR9Q4AvdxI7PYf,C_trees,2fkikDmWfJ1vR$Sq8fBH35,PK.50.30.C,교목 식재(구덩이 포함) / C구역,OUTPUT,IfcRelAssignsToProduct
P2_N01,32o20Yq$fIu8Fbxd4ku08H,C_trees,2fkikDmWfJ1vR$Sq8fBH35,PK.50.30.C,교목 식재(구덩이 포함) / C구역,OUTPUT,IfcRelAssignsToProduct
ZONE_C,0q2_uZzdrVsxsTXBPSE5Qa,C_trees,2fkikDmWfJ1vR$Sq8fBH35,PK.50.30.C,교목 식재(구덩이 포함) / C구역,SCOPE,LCS_WBS.ScopeObjectIds
CURB_C,0pZzj_wsXG0Pip1nBWHTLN,C_curb,0$9KHyMNTPFwSkfydDXBB$,PK.30.20.C,화강석 경계석 설치 / C구역,OUTPUT,IfcRelAssignsToProduct
ZONE_C,0q2_uZzdrVsxsTXBPSE5Qa,C_curb,0$9KHyMNTPFwSkfydDXBB$,PK.30.20.C,화강석 경계석 설치 / C구역,SCOPE,LCS_WBS.ScopeObjectIds
plaza_C,0qfwjhpMnKS8C9ETlQ6DvM,C_subbase,28ZYQISCHUhR9PyPT7JVT2,PK.40.10.C,쇄석 포장기층 / C구역,INPUT,IfcRelAssignsToProcess
walkway_C,19Dv29Y7vGQPOnCF_RhSPQ,C_subbase,28ZYQISCHUhR9PyPT7JVT2,PK.40.10.C,쇄석 포장기층 / C구역,INPUT,IfcRelAssignsToProcess
ZONE_C,0q2_uZzdrVsxsTXBPSE5Qa,C_subbase,28ZYQISCHUhR9PyPT7JVT2,PK.40.10.C,쇄석 포장기층 / C구역,SCOPE,LCS_WBS.ScopeObjectIds
plaza_C,0qfwjhpMnKS8C9ETlQ6DvM,C_pavecheck,3tcJijSsfR58MsDa6mzsFa,PK.40.20.C,포장 기층 검사 / C구역,INPUT,IfcRelAssignsToProcess
walkway_C,19Dv29Y7vGQPOnCF_RhSPQ,C_pavecheck,3tcJijSsfR58MsDa6mzsFa,PK.40.20.C,포장 기층 검사 / C구역,INPUT,IfcRelAssignsToProcess
ZONE_C,0q2_uZzdrVsxsTXBPSE5Qa,C_pavecheck,3tcJijSsfR58MsDa6mzsFa,PK.40.20.C,포장 기층 검사 / C구역,SCOPE,LCS_WBS.ScopeObjectIds
plaza_C,0qfwjhpMnKS8C9ETlQ6DvM,C_finish,2ciU9Q1aXTmBj9GQHLSb_L,PK.40.30.C,모래·콘크리트블록 포장 / C구역,OUTPUT,IfcRelAssignsToProduct
walkway_C,19Dv29Y7vGQPOnCF_RhSPQ,C_finish,2ciU9Q1aXTmBj9GQHLSb_L,PK.40.30.C,모래·콘크리트블록 포장 / C구역,OUTPUT,IfcRelAssignsToProduct
ZONE_C,0q2_uZzdrVsxsTXBPSE5Qa,C_finish,2ciU9Q1aXTmBj9GQHLSb_L,PK.40.30.C,모래·콘크리트블록 포장 / C구역,SCOPE,LCS_WBS.ScopeObjectIds
P2_B01-001,1NYMvE5ILU8gm3vg1UN72i,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-002,2LwZ4BzNLO0uQXO2SvekPT,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-003,3WCKa4RnfVFfXRKywJupFW,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-004,2WiDxLF75RYf7RQD27Q_as,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-005,1xs6ajYEXPFeIg1_R5aygJ,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-006,340wse$TTH9AA9DZxMuI98,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-007,3mrjTI8CPMGxBGH_NLbL0F,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-008,2QLpM_5mfVJQC6Ep6qgwCJ,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-009,0VWPR_oJXJqBlm5lZM$l$r,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-010,1j2eaynWnTChuPM5RnTK$J,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-011,3VZy8Q56HVUBT9v6iTwVAj,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-012,0zCWKuk4bSrQT_gUll3iSr,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-013,1Qu9Y4VPvI8QSVeQDFsgcW,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-014,1BCiDsgbHVJeeGjnV4c8tP,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-015,0E7lEDYSbNrALcsBqA4E4Q,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-016,0nj58s_i1VCOsmu5EFP1GQ,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-017,2sAv2f0y9SNQRX0STlhr$g,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-018,3NYLaHKibRuhozMjiyNc58,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-019,0VHIruTYTTTxcKg5YohOje,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-020,1mUY36l6HO_A0BN7rbpJ_W,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-021,2i38I4xgLMzBZMhqsSI5Ud,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-022,2AFZAlqPTSKBbsoubLeaj5,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-023,3mXTX8Q6HLLfasVSVQm1Kk,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-024,1HYU0LPCvI$vrqgpBtC7d_,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-025,3bJQJiDiDM7QmRG1qt5QLd,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-026,3ImQMWszbPDOUTISM$$NMl,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-027,0KWlfDxTfQohaUOQcnc73$,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-028,28dm_xvPPOzAlk35iXVLnL,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-029,38QFzX11nJRAZYpAxZki0q,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-030,1psr1n6AXTiepbYNL3e05d,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-031,00HqyoMsLO0gSOtdVEIt8J,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-032,1qwa6N2e5R8fBY_bCZt5MK,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-033,1DpgIZilbP7804Y1KC9tlw,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-034,3Ojce$eBTM98jRog6caZa_,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-035,0W3nzHvNzVMxUfOTv3jcUl,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-036,1iqKe5o$fVUP3gLrtpa5I5,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-037,1_gmCT1IzGJRTxf7rG3$m8,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-038,0960wVj6fL8fYtFZnmzpHF,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-039,3nfutFqbPGFweYz3W7udJH,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-040,2BoJNLrmjKg9oJW4gL1lRA,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-041,10Jm2hIXTGWuB3qbvsGNGk,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-042,0$3AhVBZHUewoEhD$NPcAL,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-043,0DI6heqBrGh9_oLpNkOARz,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-044,2iDAeYw8fHtPPd42iwXBeY,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-045,1KRxNkiAnMKxaWzZZI5ZzT,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-046,0Kzx8xtGzLruAOt4ybAhIS,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-047,0J494PjOXS1gRM5AbExuVA,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-048,2cDDBk8$jVQO48UKV6WzuL,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-049,04g2Xc0AfLTAj0qAXnSX4J,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-050,3rO35tUG9PKATzQZubieoZ,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-051,3xV4f1MX1Lxw0gtDzWgBva,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-052,2sBN4BQXTSshFOjFM6ERAs,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-053,1ajY79SRvGSh5cvvoEhz3S,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-054,3fgYBR$Q9Ngx9QHat3nhpK,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-055,23Sbx_2_zUifsTqcHL$L89,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-056,395XnGulLH89_eigmczpMo,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-057,1R0dyVnPrVABvo25tbiYEB,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-058,0$LpI2kc1J8gxZG5bLB5fb,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-059,3YnjIpIPDRbhsJ7Ji6IWaj,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-060,1lFrzKO2bTI8HXaa4SRk2T,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-061,3nU29njE1MaxmEh$sOI3BP,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-062,0EOkSRN0rQWuCS16vz7zfI,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-063,2m52Od0gzVJevfHNKjqRpj,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-064,0XvCGVF51JLhcIvRx0BCUA,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-065,2TYYhIYV9TNxG3AlZCmvf8,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-066,0TOtWmCkzPyv9Cz4f0e$Lg,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-067,3mGKWp07DO6wOgJxWl8mMm,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-068,3RmEdSacvNGhmTNagDcbXm,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-069,3Y8ZM8XrnLlvaGTHLoifh9,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-070,1hku96nQLH784r$ccuajly,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-071,15oI82TfHItQn6tvOsGP6R,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-072,33PyTiASXPnefZrjcqzYDF,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-073,0$3QLzKsXQ6gGCLfRhLRxh,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-074,1E5IZPZjjSFOZNCMD$9kIF,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-075,3Y5WSVZzjGD9uctUBH6tRc,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-076,15IQz0rijRmANeCkhQXxK9,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-077,33LHln0ZLRu9fwJkYIoL5M,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-078,0vd57zx7XKOxwfQgFFTmZ_,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-079,1I7V25gcLQugQN8VMmyr54,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-080,1yM8g6kBrR0B4eyCb27xky,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_B01-081,1DyxVnh3vIyAJGdNUEvc$j,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_R01-001,34ulYXPovGuvno_D$XFegX,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_R01-002,1cvTK9urHKnu$zZjQ2sFfw,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_R01-003,1rjzjktWPO_ht0nz5QtjeE,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_R01-004,2r51_iq4bKnPlE9sqpUqoR,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_R01-005,1Zgn2DhfPUzwweUppN2387,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_R01-006,0gexFRWHXTduhdHPh40J4T,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_R01-007,3hyV3b0APPJO_CYT5$v69y,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_R01-008,32ls88HS5IPf8nSm8eIwEB,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_R01-009,323oyGiZnMG8r11uZdngRm,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
P2_R01-010,3Af2f8awbSOAE$DF7T0tF6,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40.C,관목 식재 / C구역,OUTPUT,IfcRelAssignsToProduct
