task_id,task_guid,wbs_code,wbs_name,kcs_code,kcs_title,role,clauses,edition,revision_date,checked_on,source_url,application_note,status
D_bench,1cV9jjJRHIjuIqr2q2nErS,PK.60.10.D,벤치 설치 / D구역,KCS 34 50 20,옥외시설물,PRIMARY,2.1.11 옥외용 벤치; 3.2.2 의자,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2020%3A2024-12-10,벤치 높이·기초·앵커·체결·마감 확인. 재료별 관련 시방을 함께 검토한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_bench,1cV9jjJRHIjuIqr2q2nErS,PK.60.10.D,벤치 설치 / D구역,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_bench,1cV9jjJRHIjuIqr2q2nErS,PK.60.10.D,벤치 설치 / D구역,KCS 34 50 15,현장제작설치 시설,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2015%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_pergola,3Rvg5nVnXUWut1Q3eG$WzC,PK.60.20.D,퍼걸러 설치 / D구역,KCS 34 50 20,옥외시설물,PRIMARY,3.2.4 퍼걸러,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2020%3A2024-12-10,4.0×4.0m 퍼걸러의 수직·접합·배수·재료별 방부 등. 구조안전·제품 상세는 별도 검토한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_pergola,3Rvg5nVnXUWut1Q3eG$WzC,PK.60.20.D,퍼걸러 설치 / D구역,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_pergola,3Rvg5nVnXUWut1Q3eG$WzC,PK.60.20.D,퍼걸러 설치 / D구역,KCS 34 50 15,현장제작설치 시설,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2015%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,KCS 34 10 10,조경공사 일반,PRIMARY,1.6.2 품질시험·검사; 3.1.1 시공 확인 및 검사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2010%2010%3A2024-12-10,구역 종합검사 공통 기준. 해당 구역의 식재·포장·시설물 세부 기준을 함께 대조한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10.A,구역 마무리 검사 / A구역,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,KCS 34 10 10,조경공사 일반,PRIMARY,1.6.2 품질시험·검사; 3.1.1 시공 확인 및 검사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2010%2010%3A2024-12-10,구역 종합검사 공통 기준. 해당 구역의 식재·포장·시설물 세부 기준을 함께 대조한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
B_check,3n7dHmu61RGOxSFzmYZMsK,PK.70.10.B,구역 마무리 검사 / B구역,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_check,0TLh3R24LJzPazNU4Uoi5b,PK.70.10.C,구역 마무리 검사 / C구역,KCS 34 10 10,조경공사 일반,PRIMARY,1.6.2 품질시험·검사; 3.1.1 시공 확인 및 검사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2010%2010%3A2024-12-10,구역 종합검사 공통 기준. 해당 구역의 식재·포장·시설물 세부 기준을 함께 대조한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
C_check,0TLh3R24LJzPazNU4Uoi5b,PK.70.10.C,구역 마무리 검사 / C구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_check,0TLh3R24LJzPazNU4Uoi5b,PK.70.10.C,구역 마무리 검사 / C구역,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
C_check,0TLh3R24LJzPazNU4Uoi5b,PK.70.10.C,구역 마무리 검사 / C구역,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_check,164omsjYPJa9_Pi5RLjGJg,PK.70.10.D,구역 마무리 검사 / D구역,KCS 34 10 10,조경공사 일반,PRIMARY,1.6.2 품질시험·검사; 3.1.1 시공 확인 및 검사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2010%2010%3A2024-12-10,구역 종합검사 공통 기준. 해당 구역의 식재·포장·시설물 세부 기준을 함께 대조한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
D_check,164omsjYPJa9_Pi5RLjGJg,PK.70.10.D,구역 마무리 검사 / D구역,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_check,164omsjYPJa9_Pi5RLjGJg,PK.70.10.D,구역 마무리 검사 / D구역,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
D_check,164omsjYPJa9_Pi5RLjGJg,PK.70.10.D,구역 마무리 검사 / D구역,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
RESTORE,0dt$1QUmrUhvcqPNX1gO8o,PK.70.20.SITE,임시동선 복구 / 전체,KCS 34 10 10,조경공사 일반,PRIMARY,1.7.4 자연환경 보전; 3.1.1 시공 확인 및 검사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2010%2010%3A2024-12-10,임시동선 복구의 공통 기준. 실제 훼손 피복·식재 복구 범위에 따라 세부 기준을 확정한다.,MAPPED_NOT_COMPLIANCE_VERIFIED
RESTORE,0dt$1QUmrUhvcqPNX1gO8o,PK.70.20.SITE,임시동선 복구 / 전체,KCS 34 20 10,조경 토공사,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2020%2010%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
RESTORE,0dt$1QUmrUhvcqPNX1gO8o,PK.70.20.SITE,임시동선 복구 / 전체,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
HANDOVER,3be2cWMYLN3BQh0uKZC07h,PK.70.30.SITE,준공검사 / 전체,KCS 34 10 10,조경공사 일반,PRIMARY,1.5 공사기록서류; 3.1.2 기성 및 준공 검사,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2010%2010%3A2024-12-10,준공 검사·기록서류. 현재 작업은 계획이며 실적 또는 준공 인증이 아니다.,MAPPED_NOT_COMPLIANCE_VERIFIED
HANDOVER,3be2cWMYLN3BQh0uKZC07h,PK.70.30.SITE,준공검사 / 전체,KCS 34 40 05,식재공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
HANDOVER,3be2cWMYLN3BQh0uKZC07h,PK.70.30.SITE,준공검사 / 전체,KCS 34 50 05,조경시설물공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
HANDOVER,3be2cWMYLN3BQh0uKZC07h,PK.70.30.SITE,준공검사 / 전체,KCS 34 60 05,조경포장공통,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2060%2005%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
HANDOVER,3be2cWMYLN3BQh0uKZC07h,PK.70.30.SITE,준공검사 / 전체,KCS 34 50 65,조경 급․배수 및 관수,RELATED,,2024,2024-12-10,2026-09-25,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2065%3A2024-12-10,,MAPPED_NOT_COMPLIANCE_VERIFIED
