object_id,ifc_guid,kind,category,name,specification,quantity,unit,zone,inventory_role,primary_wbs,wbs_codes,task_ids,task_count,library_global_id,quantity_note
P2_B02-033,3BwmWztm9IoxgYBoH861xH,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-034,2wl8HyhinORAerNegojv67,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-035,32jPPUosTGIOk4jC$7PxnR,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-036,1U8eZd8Y9IoAafZ8E32OmH,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-037,10k7kijNjNhQtof38cIO7b,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-038,2LEc2EUifTbQJtY3iEOYWj,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-039,32f4sEM6zPUuCn6CyfslJs,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-040,3C0G2i60HUZ8WzJOc7EyWX,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-041,0yW2_Hu7jPOhzN47Q1xuvd,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-042,3hpkMCZnXGdQngESO4hMqB,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-043,0GnLJ2yh1QtuE9sA7rNiMa,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-044,1KdWwm8HrJAv15wyil3PL_,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-045,1NM5x5TorRwuWXy_lG0PPJ,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-046,3tYcq0cT9Jme$piD2xXBq2,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-047,3w5BTXVgnLSxbuLB7c1Y3g,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-048,0kPZnZvSfNkxeXAe$cgrUB,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-049,0P6O9mAc1RpgqrbCoKwF3Z,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-050,1vINH5uGTHTwu$flpzLoJU,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-051,3TTHamwC1LO8H7ypRj5Xk2,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-052,0jtu5AXVPOsRx5WFqShNd8,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-053,2jzq6vuiXNYA4R1lh1PzIy,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-054,2s1G$Wr4rNg8o$xNJy_u00,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-055,0ta8lLS65LAxCNHCt4vsjx,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-056,0Xs7yqxJPL19Bb4D497jGj,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-057,1aNixMQATOXg85829s8m4t,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-058,398nWdesTVEhQOokSd69OG,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-059,2lfN3RvZDMPQlF9DD35mzt,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-060,08jbWsA6DIV8HyLVslMvU5,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-061,3143Q3woPSLPKGH9LLy36U,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-062,10CRIVYRLJvApE4WsWYIQk,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-063,0gLcHazYHSeucFRzvIJ8I5,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-064,36BAcmQtLSTPHXoYAWTU6Q,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-065,1KiPGm0QHIEx_74Sv2lbWq,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-066,1NOWCLlVfGR8IHzI37hTen,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-067,1baS$714rJP9QjGHaBA5sZ,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-068,225WXkW0vJXudtqx51yGFS,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-069,3KJfhQ9K1Skw1MzY2KgETp,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-070,1FUa76mq1IYO31CSBrZdbc,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-071,1eJbEth81VTxpYhBg9QTfu,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-072,3vOmWk7GXOXe9l$qV1pMp2,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-073,0IpkH07iPG7vLwp62HHiZb,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-074,3c8bTdCWLQ7P5DMxBQqNI_,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-075,1ZAtG34LPTmQwln5RiEyW$,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-076,2YMQMqwhHGywaHPYWOWqWt,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-077,0EBiUedKHTEOL3eErFrO4A,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-078,3FMjPXsnfGpP0DurOJSLG7,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-079,1xEbI2cTrLRheQA84xs8lP,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-080,1Z04rRnxvP4O2u8O_axddQ,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-081,2XZ_FYS5nSs87P6_RnvUW1,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-082,1Hic1QqMrNgB7Gbzcdnm$C,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-083,3oZzkHiofJ8ulGxpAgcP9S,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-084,1loQVuRNjJyBYb6$AKhAIB,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-085,03rDAEfdXITBL6BEpwl1FD,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-086,31gWpKOaHTl8v1RSm5nFpZ,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-087,1$vnc_buHSh8Q12vn_1WvU,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-088,1SbhZrugbVNfSGbjlz_Nbr,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-089,2XDc0yDWPMTvIEXaQgoC3c,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-090,3M6sWh9PLLZu162WuStDtW,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-091,0FaLduJaPMUgYeuzIOxgGb,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-092,0jJtCTqUPL3ft9tDBgPtwp,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-093,0vzpV254rQa8iHvljY3QM3,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-094,0NWhm4jlzHSAkFoIBLPPc_,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-095,2wQnHNmDDJNBaiMWQamcJH,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-096,3WlWxZ5nrRvOJMOVoAZhhF,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-097,39DT_JyjXQqfJAIXNvmD8s,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-098,1$jUzLQTvNM96K92TadM6N,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-099,2pl_OPPufTjBqa6DXz88LY,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_B02-100,17XM_gLujL8OomUALJg9lL,shrub_plant,관목,회양목,H0.4 X W0.5,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,3XjF$En_P4Ex4Uq8MxAXJ3,
P2_Y02-001,0JVtOADojS7hS1W3QoHQrZ,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-002,1LsoqFg0nK2uRcNlusjIon,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-003,2Sexj69MzKvBuvjK6F_Hgl,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-004,2R0yu1MGbNtR_2d3QfJwMi,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-005,3zqIKwKubSrAmC3blv_Mbv,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-006,39pPyKY21OkODw1Q4FuXSt,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-007,0ObqtzWTfOifnZ3j_cQp4J,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-008,3Ru$i9$HbJLgSOsCGag0V9,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-009,01LVPZcrDSBR9URD8oVazO,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-010,0NTWbxatLP$e8VALcJ$XpY,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-011,3oWsssxDXMGxJC1j_U$Dyv,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-012,3$GPjaFUXL2gRwwiHXm2df,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-013,3EF_TcXnHM8Ojrqqx03_rF,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-014,1yYRr2xpnOwuq$NdZFsYPG,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-015,2JN3EuDlLSeBIf5HIpLJtj,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-016,1OYSoeUQ5RzOGtrHgtmYnS,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-017,2c1CHqqMLRfe8Y28ZFn4gn,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-018,15IwRwXqTJBuW5B6QRcDj8,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-019,1Ns8vKXNfP78XSGTX7iaDs,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-020,2_3vAWn9bNowZpZiHOLxeV,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-021,25xw$VhJTLhRfJD5ABoEez,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-022,3Oc_Hmf8XVOuRXsZMCk2kH,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-023,1Im09dCY5JnezJZEi_FXYx,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-024,1jlEfXfujRzPg7k_llNDFU,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-025,3mKsy9WGLHhQAl4K$mucsx,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-026,31cj4S_$LRuwePS_L6i34u,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
