wbs_code,wbs_name,task_id,task_guid,parent_wbs_code,ifc_predefined_type,zone_id,work_zones,quantity,unit,productivity,required_resource_bundle,norm_work_hours,planned_net_work_hours,planned_8h_crew_days,setup_hours,travel_allowance_hours,norm_status,norm_references,norm_breakdown,equipment_requirement,included_work,predecessors,predecessor_lags,input_object_ids,output_object_ids,scope_object_ids,legacy_priority_code,kcs_primary,kcs_title,kcs_edition,kcs_revision_date,kcs_clauses,kcs_related,kcs_note,kcs_status,kcs_url
PK.50.40.C,관목 식재 / C구역,C_shrubs,2hEwCNlHLLfwqMtDdNdGi_,PK.50.40,INSTALLATION,C,"[""C""]",181,ea,11.419078061911172,"{""crew_landscaper"": 3, ""crew_general"": 1}",15.850666666666665,15.850666666666665,1.9813333333333332,0,0.03,2026_NORM_CONDITIONAL,"[""공통 4-2-2 관목식재(단식) / 인쇄93 / PDF149""]","[{""rate_key"": ""SHRUB_B"", ""quantity"": 81, ""daily_output"": 125, ""hours"": 5.184, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""SHRUB_R"", ""quantity"": 47, ""daily_output"": 75, ""hours"": 5.013333333333334, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""SHRUB_Y"", ""quantity"": 53, ""daily_output"": 75, ""hours"": 5.653333333333333, ""status"": ""SPEC_MATCHED""}]",품셈 표상 장비 없음,기존 작업 범위; 세부 내역은 검토서 참조,"[""C_finish""]","{""C_finish"": 0}",[],"[""P2_B01-001"", ""P2_B01-002"", ""P2_B01-003"", ""P2_B01-004"", ""P2_B01-005"", ""P2_B01-006"", ""P2_B01-007"", ""P2_B01-008"", ""P2_B01-009"", ""P2_B01-010"", ""P2_B01-011"", ""P2_B01-012"", ""P2_B01-013"", ""P2_B01-014"", ""P2_B01-015"", ""P2_B01-016"", ""P2_B01-017"", ""P2_B01-018"", ""P2_B01-019"", ""P2_B01-020"", ""P2_B01-021"", ""P2_B01-022"", ""P2_B01-023"", ""P2_B01-024"", ""P2_B01-025"", ""P2_B01-026"", ""P2_B01-027"", ""P2_B01-028"", ""P2_B01-029"", ""P2_B01-030"", ""P2_B01-031"", ""P2_B01-032"", ""P2_B01-033"", ""P2_B01-034"", ""P2_B01-035"", ""P2_B01-036"", ""P2_B01-037"", ""P2_B01-038"", ""P2_B01-039"", ""P2_B01-040"", ""P2_B01-041"", ""P2_B01-042"", ""P2_B01-043"", ""P2_B01-044"", ""P2_B01-045"", ""P2_B01-046"", ""P2_B01-047"", ""P2_B01-048"", ""P2_B01-049"", ""P2_B01-050"", ""P2_B01-051"", ""P2_B01-052"", ""P2_B01-053"", ""P2_B01-054"", ""P2_B01-055"", ""P2_B01-056"", ""P2_B01-057"", ""P2_B01-058"", ""P2_B01-059"", ""P2_B01-060"", ""P2_B01-061"", ""P2_B01-062"", ""P2_B01-063"", ""P2_B01-064"", ""P2_B01-065"", ""P2_B01-066"", ""P2_B01-067"", ""P2_B01-068"", ""P2_B01-069"", ""P2_B01-070"", ""P2_B01-071"", ""P2_B01-072"", ""P2_B01-073"", ""P2_B01-074"", ""P2_B01-075"", ""P2_B01-076"", ""P2_B01-077"", ""P2_B01-078"", ""P2_B01-079"", ""P2_B01-080"", ""P2_B01-081"", ""P2_R01-001"", ""P2_R01-002"", ""P2_R01-003"", ""P2_R01-004"", ""P2_R01-005"", ""P2_R01-006"", ""P2_R01-007"", ""P2_R01-008"", ""P2_R01-009"", ""P2_R01-010"", ""P2_R01-011"", ""P2_R01-012"", ""P2_R01-013"", ""P2_R01-014"", ""P2_R01-015"", ""P2_R01-016"", ""P2_R01-017"", ""P2_R01-018"", ""P2_R01-019"", ""P2_R01-020"", ""P2_R01-021"", ""P2_R01-022"", ""P2_R01-023"", ""P2_R01-024"", ""P2_R01-025"", ""P2_R01-026"", ""P2_R01-027"", ""P2_R01-028"", ""P2_R01-029"", ""P2_R01-030"", ""P2_R01-031"", ""P2_R01-032"", ""P2_R01-033"", ""P2_R01-034"", ""P2_R01-035"", ""P2_R01-036"", ""P2_R01-037"", ""P2_R01-038"", ""P2_R01-039"", ""P2_R01-040"", ""P2_R01-041"", ""P2_R01-042"", ""P2_R01-043"", ""P2_R01-044"", ""P2_R01-045"", ""P2_R01-046"", ""P2_R01-047"", ""P2_Y01-001"", ""P2_Y01-002"", ""P2_Y01-003"", ""P2_Y01-004"", ""P2_Y01-005"", ""P2_Y01-006"", ""P2_Y01-007"", ""P2_Y01-008"", ""P2_Y01-009"", ""P2_Y01-010"", ""P2_Y01-011"", ""P2_Y01-012"", ""P2_Y01-013"", ""P2_Y01-014"", ""P2_Y01-015"", ""P2_Y01-016"", ""P2_Y01-017"", ""P2_Y01-018"", ""P2_Y01-019"", ""P2_Y01-020"", ""P2_Y01-021"", ""P2_Y01-022"", ""P2_Y01-023"", ""P2_Y01-024"", ""P2_Y01-025"", ""P2_Y01-026"", ""P2_Y01-027"", ""P2_Y01-028"", ""P2_Y03-001"", ""P2_Y03-002"", ""P2_Y03-003"", ""P2_Y03-004"", ""P2_Y03-005"", ""P2_Y03-006"", ""P2_Y03-007"", ""P2_Y03-008"", ""P2_Y03-009"", ""P2_Y03-010"", ""P2_Y03-011"", ""P2_Y03-012"", ""P2_Y03-013"", ""P2_Y03-014"", ""P2_Y03-015"", ""P2_Y03-016"", ""P2_Y03-017"", ""P2_Y03-018"", ""P2_Y03-019"", ""P2_Y03-020"", ""P2_Y03-021"", ""P2_Y03-022"", ""P2_Y03-023"", ""P2_Y03-024"", ""P2_Y03-025""]","[""ZONE_C""]",53,KCS 34 40 10,일반식재기반 식재,2024,2024-12-10,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.7 관수,"[""KCS 34 40 05"", ""KCS 34 30 10""]",관목의 배식 간격·식재·관수. 품셈의 단식/군식 판정과 시방 적용은 서로 다른 정보이다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10
PK.50.40.D,관목 식재 / D구역,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40,INSTALLATION,D,"[""D""]",137,ea,13.240979381443298,"{""crew_landscaper"": 3, ""crew_general"": 1}",10.346666666666668,10.346666666666668,1.2933333333333334,0,0.03,2026_NORM_CONDITIONAL,"[""공통 4-2-2 관목식재(단식) / 인쇄93 / PDF149""]","[{""rate_key"": ""SHRUB_B"", ""quantity"": 100, ""daily_output"": 125, ""hours"": 6.4, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""SHRUB_S"", ""quantity"": 2, ""daily_output"": 75, ""hours"": 0.21333333333333335, ""status"": ""SPEC_MATCHED""}, {""rate_key"": ""SHRUB_Y"", ""quantity"": 35, ""daily_output"": 75, ""hours"": 3.7333333333333334, ""status"": ""SPEC_MATCHED""}]",품셈 표상 장비 없음,기존 작업 범위; 세부 내역은 검토서 참조,"[""D_finish""]","{""D_finish"": 0}",[],"[""P2_B02-001"", ""P2_B02-002"", ""P2_B02-003"", ""P2_B02-004"", ""P2_B02-005"", ""P2_B02-006"", ""P2_B02-007"", ""P2_B02-008"", ""P2_B02-009"", ""P2_B02-010"", ""P2_B02-011"", ""P2_B02-012"", ""P2_B02-013"", ""P2_B02-014"", ""P2_B02-015"", ""P2_B02-016"", ""P2_B02-017"", ""P2_B02-018"", ""P2_B02-019"", ""P2_B02-020"", ""P2_B02-021"", ""P2_B02-022"", ""P2_B02-023"", ""P2_B02-024"", ""P2_B02-025"", ""P2_B02-026"", ""P2_B02-027"", ""P2_B02-028"", ""P2_B02-029"", ""P2_B02-030"", ""P2_B02-031"", ""P2_B02-032"", ""P2_B02-033"", ""P2_B02-034"", ""P2_B02-035"", ""P2_B02-036"", ""P2_B02-037"", ""P2_B02-038"", ""P2_B02-039"", ""P2_B02-040"", ""P2_B02-041"", ""P2_B02-042"", ""P2_B02-043"", ""P2_B02-044"", ""P2_B02-045"", ""P2_B02-046"", ""P2_B02-047"", ""P2_B02-048"", ""P2_B02-049"", ""P2_B02-050"", ""P2_B02-051"", ""P2_B02-052"", ""P2_B02-053"", ""P2_B02-054"", ""P2_B02-055"", ""P2_B02-056"", ""P2_B02-057"", ""P2_B02-058"", ""P2_B02-059"", ""P2_B02-060"", ""P2_B02-061"", ""P2_B02-062"", ""P2_B02-063"", ""P2_B02-064"", ""P2_B02-065"", ""P2_B02-066"", ""P2_B02-067"", ""P2_B02-068"", ""P2_B02-069"", ""P2_B02-070"", ""P2_B02-071"", ""P2_B02-072"", ""P2_B02-073"", ""P2_B02-074"", ""P2_B02-075"", ""P2_B02-076"", ""P2_B02-077"", ""P2_B02-078"", ""P2_B02-079"", ""P2_B02-080"", ""P2_B02-081"", ""P2_B02-082"", ""P2_B02-083"", ""P2_B02-084"", ""P2_B02-085"", ""P2_B02-086"", ""P2_B02-087"", ""P2_B02-088"", ""P2_B02-089"", ""P2_B02-090"", ""P2_B02-091"", ""P2_B02-092"", ""P2_B02-093"", ""P2_B02-094"", ""P2_B02-095"", ""P2_B02-096"", ""P2_B02-097"", ""P2_B02-098"", ""P2_B02-099"", ""P2_B02-100"", ""P2_S01-001"", ""P2_S01-002"", ""P2_Y02-001"", ""P2_Y02-002"", ""P2_Y02-003"", ""P2_Y02-004"", ""P2_Y02-005"", ""P2_Y02-006"", ""P2_Y02-007"", ""P2_Y02-008"", ""P2_Y02-009"", ""P2_Y02-010"", ""P2_Y02-011"", ""P2_Y02-012"", ""P2_Y02-013"", ""P2_Y02-014"", ""P2_Y02-015"", ""P2_Y02-016"", ""P2_Y02-017"", ""P2_Y02-018"", ""P2_Y02-019"", ""P2_Y02-020"", ""P2_Y02-021"", ""P2_Y02-022"", ""P2_Y02-023"", ""P2_Y02-024"", ""P2_Y02-025"", ""P2_Y02-026"", ""P2_Y02-027"", ""P2_Y02-028"", ""P2_Y02-029"", ""P2_Y02-030"", ""P2_Y02-031"", ""P2_Y02-032"", ""P2_Y05-001"", ""P2_Y05-002"", ""P2_Y05-003""]","[""ZONE_D""]",53,KCS 34 40 10,일반식재기반 식재,2024,2024-12-10,3.1.1 식재구덩이 굴착; 3.1.3 식재; 3.1.7 관수,"[""KCS 34 40 05"", ""KCS 34 30 10""]",관목의 배식 간격·식재·관수. 품셈의 단식/군식 판정과 시방 적용은 서로 다른 정보이다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10
PK.50.50.A,평떼 잔디붙임 / A구역,A_turf,2vCwpNLMPUVeYPeZCgPZF8,PK.50.50,INSTALLATION,A,"[""A""]",286.0040716133794,m2,18.75,"{""crew_landscaper"": 1, ""crew_general"": 4}",15.253550486046901,15.253550486046901,1.9066938107558626,0,0.03,2026_NORM_CONDITIONAL,"[""공통 4-1-1 잔디붙임 / 인쇄91 / PDF147""]","[{""rate_key"": ""TURF"", ""quantity"": 286.0040716133794, ""daily_output"": 150, ""hours"": 15.253550486046901, ""status"": ""CONDITIONAL_METHOD""}]",품셈 표상 장비 없음,기존 작업 범위; 세부 내역은 검토서 참조,"[""A_finish""]","{""A_finish"": 0}",[],"[""lawn_A""]","[""ZONE_A""]",54,KCS 34 40 25,잔디식재,2024,2024-12-10,2.1.1 잔디; 3.1.1 잔디식재 시공일반,"[""KCS 34 40 05"", ""KCS 34 30 10""]",300×300mm 평떼 전면붙임. 반입 후 1일 이내 식재 조건을 고려한 반입 분할 계획은 아직 모델화하지 않았다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2025%3A2024-12-10
PK.50.50.B,평떼 잔디붙임 / B구역,B_turf,2T1IF9gVHSD82oYe08_sRB,PK.50.50,INSTALLATION,B,"[""B""]",275.21423617506696,m2,18.75,"{""crew_landscaper"": 1, ""crew_general"": 4}",14.678092596003571,14.678092596003571,1.8347615745004464,0,0.03,2026_NORM_CONDITIONAL,"[""공통 4-1-1 잔디붙임 / 인쇄91 / PDF147""]","[{""rate_key"": ""TURF"", ""quantity"": 275.21423617506696, ""daily_output"": 150, ""hours"": 14.678092596003571, ""status"": ""CONDITIONAL_METHOD""}]",품셈 표상 장비 없음,기존 작업 범위; 세부 내역은 검토서 참조,"[""B_finish""]","{""B_finish"": 0}",[],"[""lawn_B""]","[""ZONE_B""]",54,KCS 34 40 25,잔디식재,2024,2024-12-10,2.1.1 잔디; 3.1.1 잔디식재 시공일반,"[""KCS 34 40 05"", ""KCS 34 30 10""]",300×300mm 평떼 전면붙임. 반입 후 1일 이내 식재 조건을 고려한 반입 분할 계획은 아직 모델화하지 않았다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2025%3A2024-12-10
PK.50.50.C,평떼 잔디붙임 / C구역,C_turf,18Tkd5H2bNbfp2DnQiAhYt,PK.50.50,INSTALLATION,C,"[""C""]",266.1614251909143,m2,18.75,"{""crew_landscaper"": 1, ""crew_general"": 4}",14.195276010182097,14.195276010182097,1.774409501272762,0,0.03,2026_NORM_CONDITIONAL,"[""공통 4-1-1 잔디붙임 / 인쇄91 / PDF147""]","[{""rate_key"": ""TURF"", ""quantity"": 266.1614251909143, ""daily_output"": 150, ""hours"": 14.195276010182097, ""status"": ""CONDITIONAL_METHOD""}]",품셈 표상 장비 없음,기존 작업 범위; 세부 내역은 검토서 참조,"[""C_finish""]","{""C_finish"": 0}",[],"[""lawn_C""]","[""ZONE_C""]",54,KCS 34 40 25,잔디식재,2024,2024-12-10,2.1.1 잔디; 3.1.1 잔디식재 시공일반,"[""KCS 34 40 05"", ""KCS 34 30 10""]",300×300mm 평떼 전면붙임. 반입 후 1일 이내 식재 조건을 고려한 반입 분할 계획은 아직 모델화하지 않았다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2025%3A2024-12-10
PK.50.50.D,평떼 잔디붙임 / D구역,D_turf,1xqy6j7lDSUQrwc6EQSc0d,PK.50.50,INSTALLATION,D,"[""D""]",274.6088946778756,m2,18.75,"{""crew_landscaper"": 1, ""crew_general"": 4}",14.645807716153364,14.645807716153364,1.8307259645191705,0,0.03,2026_NORM_CONDITIONAL,"[""공통 4-1-1 잔디붙임 / 인쇄91 / PDF147""]","[{""rate_key"": ""TURF"", ""quantity"": 274.6088946778756, ""daily_output"": 150, ""hours"": 14.645807716153364, ""status"": ""CONDITIONAL_METHOD""}]",품셈 표상 장비 없음,기존 작업 범위; 세부 내역은 검토서 참조,"[""D_finish""]","{""D_finish"": 0}",[],"[""lawn_D""]","[""ZONE_D""]",54,KCS 34 40 25,잔디식재,2024,2024-12-10,2.1.1 잔디; 3.1.1 잔디식재 시공일반,"[""KCS 34 40 05"", ""KCS 34 30 10""]",300×300mm 평떼 전면붙임. 반입 후 1일 이내 식재 조건을 고려한 반입 분할 계획은 아직 모델화하지 않았다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2025%3A2024-12-10
PK.50.60.A,수목 하부 멀칭 / A구역,A_mulch,0qcn$1YPnK4RH8XJ8hOzYX,PK.50.60,CONSTRUCTION,A,"[""A""]",7.057234103728366,m2,25,"{""crew_landscaper"": 1, ""crew_general"": 2}",,0.28228936414913464,0.03528617051864183,0.2,0.03,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""A_finish""]","{""A_finish"": 0}",[],"[""green_A""]","[""ZONE_A""]",55,KCS 34 40 10,일반식재기반 식재,2024,2024-12-10,2.2.1 멀칭재,"[""KCS 34 40 05""]",수목 하부 멀칭재 품질 기준. 두께·시공 범위는 설계 가정이며 해당 조항이 수치를 확정하지 않는다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10
PK.50.60.B,수목 하부 멀칭 / B구역,B_mulch,34hj5tkgTNLQ5jAjR8d_3I,PK.50.60,CONSTRUCTION,B,"[""B""]",10.585851155592552,m2,25,"{""crew_landscaper"": 1, ""crew_general"": 2}",,0.42343404622370207,0.05292925577796276,0.2,0.03,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""B_finish""]","{""B_finish"": 0}",[],"[""green_B""]","[""ZONE_B""]",55,KCS 34 40 10,일반식재기반 식재,2024,2024-12-10,2.2.1 멀칭재,"[""KCS 34 40 05""]",수목 하부 멀칭재 품질 기준. 두께·시공 범위는 설계 가정이며 해당 조항이 수치를 확정하지 않는다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10
PK.50.60.C,수목 하부 멀칭 / C구역,C_mulch,18HPlXDF9SXuOM7vaDyxua,PK.50.60,CONSTRUCTION,C,"[""C""]",3.52861705186418,m2,25,"{""crew_landscaper"": 1, ""crew_general"": 2}",,0.1411446820745672,0.0176430852593209,0.2,0.03,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""C_finish""]","{""C_finish"": 0}",[],"[""green_C""]","[""ZONE_C""]",55,KCS 34 40 10,일반식재기반 식재,2024,2024-12-10,2.2.1 멀칭재,"[""KCS 34 40 05""]",수목 하부 멀칭재 품질 기준. 두께·시공 범위는 설계 가정이며 해당 조항이 수치를 확정하지 않는다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10
PK.50.60.D,수목 하부 멀칭 / D구역,D_mulch,3jIwiso2zK08gyhvYvk2yk,PK.50.60,CONSTRUCTION,D,"[""D""]",7.057234103728366,m2,25,"{""crew_landscaper"": 1, ""crew_general"": 2}",,0.28228936414913464,0.03528617051864183,0.2,0.03,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""D_finish""]","{""D_finish"": 0}",[],"[""green_D""]","[""ZONE_D""]",55,KCS 34 40 10,일반식재기반 식재,2024,2024-12-10,2.2.1 멀칭재,"[""KCS 34 40 05""]",수목 하부 멀칭재 품질 기준. 두께·시공 범위는 설계 가정이며 해당 조항이 수치를 확정하지 않는다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2040%2010%3A2024-12-10
PK.60.10.A,벤치 설치 / A구역,A_bench,1JxWIS5BLTD9df1rvsFUAo,PK.60.10,INSTALLATION,A,"[""A""]",3,ea,0.5,"{""crew_landscaper"": 1, ""crew_general"": 2}",,6.0,0.75,0.2,0.03,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""A_foundation"", ""A_finish""]","{""A_foundation"": 24.0, ""A_finish"": 0.0}",[],"[""BENCH03"", ""BENCH04"", ""BENCH05""]","[""ZONE_A""]",60,KCS 34 50 20,옥외시설물,2024,2024-12-10,2.1.11 옥외용 벤치; 3.2.2 의자,"[""KCS 34 50 05"", ""KCS 34 50 15""]",벤치 높이·기초·앵커·체결·마감 확인. 재료별 관련 시방을 함께 검토한다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2020%3A2024-12-10
PK.60.10.C,벤치 설치 / C구역,C_bench,2ZZuVLGG5HL9UR2dcuTRnL,PK.60.10,INSTALLATION,C,"[""C""]",1,ea,0.5,"{""crew_landscaper"": 1, ""crew_general"": 2}",,2.0,0.25,0.2,0.03,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""C_foundation"", ""C_finish""]","{""C_foundation"": 24.0, ""C_finish"": 0.0}",[],"[""BENCH06""]","[""ZONE_C""]",60,KCS 34 50 20,옥외시설물,2024,2024-12-10,2.1.11 옥외용 벤치; 3.2.2 의자,"[""KCS 34 50 05"", ""KCS 34 50 15""]",벤치 높이·기초·앵커·체결·마감 확인. 재료별 관련 시방을 함께 검토한다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2020%3A2024-12-10
PK.60.10.D,벤치 설치 / D구역,D_bench,1cV9jjJRHIjuIqr2q2nErS,PK.60.10,INSTALLATION,D,"[""D""]",2,ea,0.5,"{""crew_landscaper"": 1, ""crew_general"": 2}",,4.0,0.5,0.2,0.03,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""D_foundation"", ""D_finish""]","{""D_foundation"": 24.0, ""D_finish"": 0.0}",[],"[""BENCH01"", ""BENCH02""]","[""ZONE_D""]",60,KCS 34 50 20,옥외시설물,2024,2024-12-10,2.1.11 옥외용 벤치; 3.2.2 의자,"[""KCS 34 50 05"", ""KCS 34 50 15""]",벤치 높이·기초·앵커·체결·마감 확인. 재료별 관련 시방을 함께 검토한다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2020%3A2024-12-10
PK.60.20.D,퍼걸러 설치 / D구역,D_pergola,3Rvg5nVnXUWut1Q3eG$WzC,PK.60.20,INSTALLATION,D,"[""D""]",1,ea,0.0625,"{""excavator"": 1, ""crew_landscaper"": 1, ""crew_general"": 2}",,16.0,2.0,0.2,0.1,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""D_foundation""]","{""D_foundation"": 24.0}",[],"[""PERGOLA01""]","[""ZONE_D""]",60,KCS 34 50 20,옥외시설물,2024,2024-12-10,3.2.4 퍼걸러,"[""KCS 34 50 05"", ""KCS 34 50 15""]",4.0×4.0m 퍼걸러의 수직·접합·배수·재료별 방부 등. 구조안전·제품 상세는 별도 검토한다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2050%2020%3A2024-12-10
PK.70.10.A,구역 마무리 검사 / A구역,A_check,0QpginrLjSj9CDjtEXJ5e4,PK.70.10,INSPECTION,A,"[""A""]",1,ea,1,"{""inspector"": 1}",,1.0,0.125,0.2,0.03,ASSUMED_NOT_VERIFIED,[],[],기존 합성모델 장비 가정,기존 작업 범위; 세부 내역은 검토서 참조,"[""A_shrubs"", ""A_turf"", ""A_mulch"", ""A_bench""]","{""A_shrubs"": 0, ""A_turf"": 0, ""A_mulch"": 0, ""A_bench"": 0}","[""BENCH03"", ""BENCH04"", ""BENCH05"", ""CHAMBER_A"", ""CURB_A"", ""P2_D02"", ""P2_I04"", ""P2_I07"", ""P2_N02"", ""P2_R02-001"", ""P2_R02-002"", ""P2_R02-003"", ""P2_R02-004"", ""P2_R02-005"", ""P2_R02-006"", ""P2_R02-007"", ""P2_R02-008"", ""P2_R02-009"", ""P2_R02-010"", ""P2_R02-011"", ""P2_R02-012"", ""P2_R02-013"", ""P2_R02-014"", ""P2_R02-015"", ""P2_R02-016"", ""P2_R02-017"", ""P2_R02-018"", ""P2_R02-019"", ""P2_R02-020"", ""P2_R02-021"", ""P2_R02-022"", ""P2_R02-023"", ""P2_R02-024"", ""P2_R02-025"", ""P2_R02-026"", ""P2_R02-027"", ""P2_R02-028"", ""P2_R02-029"", ""P2_R02-030"", ""P2_R02-031"", ""P2_R02-032"", ""P2_R02-033"", ""P2_R02-034"", ""P2_R02-035"", ""P2_R02-036"", ""P2_R02-037"", ""P2_R03-008"", ""P2_R03-009"", ""P2_R03-010"", ""P2_R03-011"", ""P2_R03-012"", ""P2_R03-025"", ""P2_R03-026"", ""P2_R03-027"", ""P2_R03-028"", ""P2_R03-029"", ""P2_R03-030"", ""P2_R03-031"", ""P2_R03-032"", ""P2_R03-033"", ""P2_R03-034"", ""P2_R03-035"", ""P2_R03-036"", ""P2_R03-050"", ""P2_R03-051"", ""P2_R03-052"", ""P2_R03-053"", ""P2_R03-054"", ""P2_R03-055"", ""P2_R03-056"", ""P2_R03-057"", ""P2_R03-058"", ""P2_R03-059"", ""P2_R03-060"", ""P2_R03-072"", ""P2_R03-073"", ""P2_R03-074"", ""P2_R03-075"", ""P2_R03-076"", ""P2_S02-005"", ""P2_S02-006"", ""P2_S02-007"", ""P2_S02-008"", ""P2_S02-009"", ""P2_S02-010"", ""P2_S02-011"", ""P2_S02-012"", ""P2_S02-013"", ""P2_S02-014"", ""P2_S02-026"", ""P2_S02-027"", ""P2_S02-028"", ""P2_S02-029"", ""P2_S02-030"", ""P2_S02-031"", ""P2_S02-032"", ""P2_S02-033"", ""P2_S02-034"", ""P2_S02-035"", ""P2_S02-036"", ""P2_S02-037"", ""P2_S02-038"", ""P2_S02-039"", ""P2_S02-040"", ""P2_S02-041"", ""P2_S02-052"", ""P2_S02-053"", ""P2_S02-054"", ""P2_S02-055"", ""P2_S02-056"", ""P2_S02-057"", ""P2_S02-058"", ""P2_S02-059"", ""P2_S02-060"", ""P2_S02-061"", ""P2_S02-062"", ""P2_S02-063"", ""P2_S02-064"", ""P2_S02-065"", ""P2_S02-066"", ""P2_S02-067"", ""P2_Y04-001"", ""P2_Y04-002"", ""P2_Y04-003"", ""P2_Y04-004"", ""P2_Y04-005"", ""P2_Y04-006"", ""P2_Y04-007"", ""P2_Y04-008"", ""P2_Y04-009"", ""P2_Y04-010"", ""P2_Y04-011"", ""P2_Y04-012"", ""P2_Y04-013"", ""P2_Y04-014"", ""P2_Y04-015"", ""P2_Y04-016"", ""P2_Y04-017"", ""P2_Y04-018"", ""P2_Y04-019"", ""P2_Y04-020"", ""P2_Y04-021"", ""P2_Y04-022"", ""P2_Y04-023"", ""P2_Y04-024"", ""P2_Y04-025"", ""P2_Y04-026"", ""PIPE_A"", ""green_A"", ""lawn_A"", ""plaza_A"", ""shrub_A"", ""walkway_A""]",[],"[""ZONE_A""]",70,KCS 34 10 10,조경공사 일반,2024,2024-12-10,1.6.2 품질시험·검사; 3.1.1 시공 확인 및 검사,"[""KCS 34 40 05"", ""KCS 34 60 05"", ""KCS 34 50 05""]",구역 종합검사 공통 기준. 해당 구역의 식재·포장·시설물 세부 기준을 함께 대조한다.,MAPPED_NOT_COMPLIANCE_VERIFIED,https://www.kcsc.re.kr/standardCode/viewer/KCS%2034%2010%2010%3A2024-12-10
