object_id,ifc_guid,ifc_class,name,specification,primary_wbs
P2_Y05-016,3ZKaHgWUrKGv9MTIMhEPQW,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-017,3fcLH6agDMXQPNZ7FJAJRb,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-018,2u7Y7cJeTGt9L_Tben6QhV,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-019,3_puH7FpTTFuG_5qU1BM5I,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-020,3u8OqC_5jK2xza4MoOIPbS,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-021,2Qmyd5yI1PrhwwBi2TCVRO,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-022,3l7096eBPG3hMmb5xUCVPN,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-023,1Yxig0mVXOTgwwJ2EkaXsU,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-024,13D3MjA$1Qffje1Cm8iEfR,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-025,3Tqb34$x1JEPiYpqmuTJTt,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-026,07aXnrCvrORwKh8ZTb6QTH,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-027,2P3TeYJXLQrePyG1iAR7sf,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-028,3FiIGnQZLM49W8b6lmwsNn,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-029,0_DoRG62rJ8v$6tcBCUnG1,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-030,32WmS1wIjSzvFV9j2zXe5M,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-031,1X8sDXN7TL5hElMgbb6SQj,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-032,1JBJ$CL4HJTfr_ieTYIgHe,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-033,2KCFH38IbOOw4J0v0p8stq,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-034,18XPcFJw5QS9t994ykkanS,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-035,0mLhjF4PTO2PpeN17M_tkR,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-036,1DTxx2vZ1TBQ60HPkPaUiE,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-037,0HhNQN3dzU9giGliwsED4O,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-038,0kqPkEbfTQ2AlGqvLboRUX,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-039,1NSY5$sCzNGRsbkGTn8VUX,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-040,2Ty8LlMcnJGhojPT1OKsxH,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-041,1VsfqHxaTTu8c_bzHG_oCw,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-042,1eAJARv9jNNOoA0mdqLyDp,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-043,0udROiGCLNeh4$2N$oyiXz,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-044,1mSEqAolHQog3Up$NIirSw,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-045,0iZTr0EQ1K5B631ba9Nif_,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-046,0zr12AOhLLX9hRzf_z7WWP,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-047,25W_jDA21RaeK1rJM5MQ92,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_Y05-048,1NpaDk49rKAwaq$6SOMJ21,IfcGeographicElement,영산홍,H0.6 X W0.8,PK.50.40.B
P2_S01-001,2JyKjlBSXOcO5cuCq3dnkQ,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.D
P2_S01-002,0Rtiubi8XK2O80exATHVbN,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.D
P2_S01-003,0EjZLAGHPLuBanm2d6ONIz,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-004,0Tr1YU8YfINPwtuA2wc7ao,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-005,28lJOQOb5QAxtJA6WBQpHv,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-006,3vg1su2VbG5wkhqCQBFr$r,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-007,1WPKJRgcnM3BUU$ycAq9EX,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-008,0nHaqCWhPU$hCvCDsjRoPP,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-009,2YUm$$gyLPtvyS0eWHv9dK,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-010,0TIQj$FtDQROvr7OgN8wwQ,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-011,07xtQGU$TIvxTwZYxEXalO,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-012,2UAs43U0rICvA5r7L$zm9x,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-013,2u55pcrwjHLvCvRBv4NMFU,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-014,2VBV2MFcnGHgPMWP4xkn8z,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-015,0LgJPh8ZjUjPilm$xZi3q3,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-016,3u1sIrgcLHrfOfR80BuSMT,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-017,0PrvGfd05UFeXgizTww507,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-018,22KQT2yaPN5eRhvWENenhg,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-019,3IwhVQBk9MW823gZ7Xp$CY,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-020,0oiR5FVbLI59okKRmr2LZe,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-021,1k3vq2apfM5OmF3PU$UxIn,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-022,2nu8_jVDLK0vo_EJ1ps134,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-023,1N$yGTz81Q1uwMeh4tOVL2,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-024,3VZbePGrfOTgmlYQoE2Rlm,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-025,1y3VB3CevTz8IygtmJqRHi,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-026,1KstQXH0fQzxK$QbB1pppp,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-027,3X3Z0w_p1TaRyWgjQViMt5,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-028,2FYAuh69zHAhFbkrHm9WqZ,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-029,26DU4CzHbSYxw9$VjOmmRZ,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-030,0L88Z_7ifTSRZI2W9HMHm$,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-031,3KdQMQ129Q4P80ge69whbF,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-032,2a4FnjjHHTlAjSa76$5xfq,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-033,2lEDhdn1DHZf7vzHVHHbC8,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-034,0uoH0Cp1zGuwC1r8gElsL_,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-035,0e4dPUc2fNXvTpoh5cjjln,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-036,2Z1VHf6GDNrvPHZEydfueO,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-037,09mEGyYCjPIBbDDU19wsYo,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-038,2JOfe3QnvLdwyq4kQaEk0Q,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-039,1t9H3LjfHVieDEcXF36dB1,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-040,0L53HJjN5MJw63nY5wqnlv,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-041,1z0a6zANzQoAcgw5a9S3Bs,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-042,20Fpxahf9NuxIsni8Aq$wV,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-043,2XAgoVYEDK4ug7EFHA0YmH,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-044,3Opvc95JnGgOCPNa6AMUNV,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-045,34xxNlGi5OgxGT31dWjdJo,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-046,1h3DN95PXPtxQzA5NZr3b0,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-047,3Qp8qaV9HMYvqvB$4RMy0f,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-048,33WNHxQCTTTg2pJI5MMrKN,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-049,1Zh6yPy8jQv97guz8Iofvn,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-050,28Zm4LgZPUqQFOzZrLK$pb,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-051,10LF5jwzzV1uf$1WcTx9ra,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-052,3v$y$MoN5HHxszDjCr6IYR,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-053,2CeR922uXUSfxLT6aAVjQH,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-054,1TnIJ5veXPKggSxqBl1MT0,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-055,2HFkph9TTSz9r9LUrRPW$k,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-056,3MDHA4TxnT$BkDTI4S2ZlX,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-057,1EgSKxOw5LAhB5XsrsEBmt,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-058,3TsMtmRKHPJhwmB$DMYpr8,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-059,2zplSe$OLKjhMs022tAZl8,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-060,1B9Uy0i75MV8wN6Hlv7kRF,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-061,0ukMzZOOfPywcelatmMrwL,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-062,0fvQpLxVTPghJr1nkEYom_,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-063,1W4rhFmuXNf85W$Dy7hQjN,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-064,3mafPXPM9HaOjEd8xvSRgz,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-065,1vazRs4pjOFvZZ51F1FfQ8,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-066,0_7BhYE1LIVeWAv4K11hTC,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-067,3Qv5nAWajL9fzw9Bki8IpL,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-068,3dmzGbrhPRRxsSXdCu9knd,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-069,1_05nVKXPKJfrGJ$6IgCEv,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-070,2tIGVJCqDOxg$3tYXI4E40,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-071,2mW7$SpirOrAOWldZMr0pX,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-072,1pbKk27x1OYhR3fB11JOaL,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-073,13CQhCYovNa8j1E8rEpWS8,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-074,2yIwy_S3zSe8QNvHAKi7pc,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-075,32d_IhzfzMzAmtZ96dQ4uN,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-076,2y5D8GnnTQlxYr0iywTy5H,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-077,0bn$RJXejHZ8wEbwj_yQ9i,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-078,0WoCZ3EvDHBxwygrqYa79e,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-079,20H4ELDs9Js9ZM$8CALs5O,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-080,1aQbJ3wLTHFusteLLp1RlU,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-081,0rnXdYcv9Q2gyUxki7hxUw,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-082,2GXotVuYLSAQpYYStpxEJQ,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-083,3EWnouTWHS9R7g__9OIOns,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-084,1rD8lAPdPNefMP47f8Ww57,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-085,0KwAp0M1vNTgFXrhd7QnJN,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-086,31SCB912vGTBExQNOevDIF,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-087,2WGw8jTeLJEO7N5I7YbSkl,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-088,0QxP4g9ILSfhBMp7rERhwI,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-089,0lgE5NSDLPDQoaaV7PPqZo,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-090,1RsirfXYvL7fOpdm3k$$pu,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-091,3zenA0YQTSGwObFdbDI7Xn,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-092,068AhrKvTHLQvq0uOt0CYw,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-093,2oEqAYZILO6ALpPfUzLZlL,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-094,29PiFaCOvILRHIxMpDgjJn,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S01-095,1CtZQAWSXMzepq2uaBNpR5,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_R03-001,2C7HcL1ezQQwv_LcGbsLaO,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-002,1ys5x7pcXNCv0Xi5TmbGpz,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-003,1lvC3XDhXQufGjMTYG3rWP,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-004,3b9vaiVdrReu0k98j$dMsP,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-005,2PRivOwW9VNuUOzJNC1Km6,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-006,1M7DbCUDHPH8HWukDThCc_,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-007,1p0LDVLRLPzR4h5P13Htur,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-008,0_ERlnnBfTDugZu$_L5QH$,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-009,1xDoz_yXjL7fGebA$X1Mq6,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-010,3vTIejixPK0QGzLwgJA9jH,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-011,1Gqbl1DU1HBxjzgQFLCsVo,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-012,3_4rXW_WvMhA6vZbL76WHI,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-013,0d4vRAQjDUNxJ0tVVB0HsL,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-014,2ywJGX0KvOUhAucWSIYwjP,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-015,0HamKLGJHGwQezYYD9Avq6,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-016,0be43HZSDPKg7BWdha3fQy,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-017,1aJvheSx5S1uVHb$Ad7tNF,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-018,2RnalGdSLTm8Y_k9RSOrFf,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-019,3vrR3taxXUJhWrChWaO7cb,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-020,2FyLBtudDNWBG8yjISab6n,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-021,1YOU7y3K1JBeRUxnTH2IDQ,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-022,2oQqVZ8mvVMe0rU9yiHvhG,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-023,2NiJThPrHPzOtgabjoFLgJ,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-024,32$_t4EBfJbRGDOvEaKANU,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-025,3nom9bvF1VNQKxr_QQYPI1,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-026,0Cg5b1nUfVRQcKkVIzzAPx,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-027,25WLYHTdTNyxkcAqy$fbD4,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-028,2PLxBply9KcOtdO1hX5oet,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-029,3tYXHHz8zRdxBX6lxUJXtn,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-030,0XlZJjA8PSgOza8AGPadFA,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-031,25Y8LQHT1UnwKrO$MjbEhf,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-032,2fqQlDxPXLX8$nGBlQy0FG,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-033,2ApB9owwvJe8iIfnbf6XiL,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-034,0uWUEIc3bQbRZQLXAv0BCt,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-035,0gE7XTeg9UCxRk_sNFRYtD,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-036,3sY0mVJSPGgO69v7FzOThX,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-037,1XaTKWsIfJDQGr5YW8SjZg,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-038,0zUH97VuPVefMI3gi$P$gf,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-039,1Q8g7NuYnUnhR6Y5NCcP2x,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-040,3IvRzWHuLOiPNWxYqrl7oM,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-041,302PGIBvrQ$fdD0eYsfvSX,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-042,0If1iBtWDUveixsKq9L8c8,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-043,3P8U0B8h9GMfSKPNTeMYIs,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-044,1sckp7689V1QEsB_lMEtN5,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-045,0i4FyfagTHVxLqyCUoNuOh,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-046,0Hpt5nViTM8Aj9y_R6JL$j,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-047,3oMIVpmXvSUeY49fan8Kpw,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-048,279s2tXrTPYvYzG7R12eXk,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-049,1AGMkMHibRdAmeDYhL1fLo,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-050,1GQy9jbA5Hfvw84RizJSvr,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-051,3McPgNNGTLWwMKmiojwCAc,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-052,1NhboNSMHNZREObV6p7jEI,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-053,3Gome6L9HKgAgo9v5vrpIS,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-054,1_w6_PJnjG$v9AnZsg1v45,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-055,0_YUKAHXXNZgGusAaO1og0,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-056,2fEXNEBs5O5eq2DqlXkZ3O,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-057,1fLVLTL9TNkQ6fPpeq3rJG,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-058,37lmDcfN9KxxN6PMVtAwnL,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-059,21WcP9kBDGUAiX4XY72gQW,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-060,1tDUGA34jOxQ2ipe9qgJzg,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-061,09Rp2jQgTRWP$3w7iGHoCO,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-062,24CvRaiinKlhpHdLltYu5E,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-063,1gID4LdiXH9u2ZJ_6$MROe,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-064,0OyTmxT3LUKuQmYmtyKdeV,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-065,1KtWSyVbnV5fculDzmJqoP,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-066,1wqOxGRMnHZw9RjxSVTD5e,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-067,2_s9botu1LxQ8cMmdAwMHc,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-068,0LbSE$KPXV3gOF7uoPjIZM,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-069,2_QzP7IvXTXO$jQmkteDEN,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-070,0wQ9Dpkk1G2eqNUPQgRi3d,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-071,0Xbs78gpPSL8UTBCQ80Nyp,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.B
P2_R03-072,1Xw_sB2F9Ox8swOnwvswjy,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-073,1V3l36eAbHpAONorOuojvD,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-074,0E8DIS$OHUpuGgKYjL2wn3,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-075,0dniKJ6ZfK$BtSWr73Ikh8,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_R03-076,37i7SM67DHZOHxfS8VJftR,IfcGeographicElement,산철쭉,H0.8 X W0.8,PK.50.40.A
P2_S02-001,3XL$dORZLJbuccbS1wcXL5,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-002,0STGURFt1RWuwFdIFoKMSX,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-003,1pRV0dxOLQy9v2Q0B0JgUQ,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-004,0wqR5kpOjMCAiWqrvCV9_6,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-005,20Ge7Cs45Ri8Awst2jO2k4,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-006,1zRHdBPA5SRx9sM50AKOSb,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-007,0AC98q_yjOThIyGA7TzIYB,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
